Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
61809-82974:Tanner Rainey,61809-82974,P,Tanner,Tanner Rainey,Rainey,3.866666667,30,5500,MIA@WSH,WSH,MIA,IL,Lower leg,,,,P
61809-82976:Corey Oswalt,61809-82976,P,Corey,Corey Oswalt,Oswalt,18.33333333,3,5500,NYM@CIN,NYM,CIN,IL,Knee,,,,P
61809-82986:Colten Brewer,61809-82986,P,Colten,Colten Brewer,Brewer,-6,1,5500,BOS@TOR,BOS,TOR,,,,,,P
61809-82998:Lou Trivino,61809-82998,P,Lou,Lou Trivino,Trivino,5.857142857,42,5500,LAA@OAK,OAK,LAA,,,,,,P
61809-11325:Sean Doolittle,61809-11325,P,Sean,Sean Doolittle,Doolittle,4.540540541,37,5500,NYM@CIN,CIN,NYM,,,,,,P
61809-21565:Ryan Buchter,61809-21565,P,Ryan,Ryan Buchter,Buchter,3.5,16,5500,PIT@ARI,ARI,PIT,,,,,,P
61809-11327:Matt Bush,61809-11327,P,Matt,Matt Bush,Bush,4,3,5500,TEX@DET,TEX,DET,IL,Elbow,,,,P
61809-11333:Craig Kimbrel,61809-11333,P,Craig,Craig Kimbrel,Kimbrel,7.857142857,35,5500,CHC@STL,CHC,STL,,,,,,P
61809-11335:Jay Jackson,61809-11335,P,Jay,Jay Jackson,Jackson,12.5,2,5500,SF@LAD,SF,LAD,,,,,,P
61809-23626:Will Harris,61809-23626,P,Will,Will Harris,Harris,3.375,8,5500,MIA@WSH,WSH,MIA,IL,Arm,,,,P
61809-154712:Mickey Jannis,61809-154712,P,Mickey,Mickey Jannis,Jannis,-8,1,5500,BAL@TB,BAL,TB,,,,,,P
61809-13404:Anthony Bass,61809-13404,P,Anthony,Anthony Bass,Bass,4,41,5500,MIA@WSH,MIA,WSH,,,,,,P
61809-72809:Austin Brice,61809-72809,P,Austin,Austin Brice,Brice,3.615384615,13,5500,BOS@TOR,BOS,TOR,,,,,,P
61809-5230:Joe Smith,61809-5230,P,Joe,Joe Smith,Smith,2.8,25,5500,CLE@HOU,HOU,CLE,,,,,,P
61809-38001:Matt Barnes,61809-38001,P,Matt,Matt Barnes,Barnes,7.736842105,38,5500,BOS@TOR,BOS,TOR,,,,,,P
61809-85107:James Norwood,61809-85107,P,James,James Norwood,Norwood,5.25,4,5500,SD@ATL,SD,ATL,,,,,,P
61809-40052:Ian Krol,61809-40052,P,Ian,Ian Krol,Krol,0.5,2,5500,TEX@DET,DET,TEX,,,,,,P
61809-38007:Jose Alvarez,61809-38007,P,Jose,Jose Alvarez,Alvarez,4.25,32,5500,SF@LAD,SF,LAD,,,,,,P
61809-54403:Trevor Gott,61809-54403,P,Trevor,Trevor Gott,Gott,1.733333333,15,5500,SF@LAD,SF,LAD,,,,,,P
61809-13458:Nate Jones,61809-13458,P,Nate,Nate Jones,Jones,3.15,20,5500,SF@LAD,LAD,SF,,,,,,P
61809-81044:Austin Adams,61809-81044,P,Austin,Austin Adams,Adams,6.12195122,41,5500,SD@ATL,SD,ATL,,,,,,P
61809-38041:Ryan Pressly,61809-38041,P,Ryan,Ryan Pressly,Pressly,7.416666667,36,5500,CLE@HOU,HOU,CLE,,,,,,P
61809-81052:Andrew Kittredge,61809-81052,P,Andrew,Andrew Kittredge,Kittredge,8.303030303,33,5500,BAL@TB,TB,BAL,,,,,,P
61809-13479:Joe Kelly,61809-13479,P,Joe,Joe Kelly,Kelly,5.625,24,5500,SF@LAD,LAD,SF,,,,,,P
61809-154794:Joe Barlow,61809-154794,P,Joe,Joe Barlow,Barlow,5.25,4,5500,TEX@DET,TEX,DET,,,,,,P
61809-140459:John King,61809-140459,P,John,John King,King,9.111111111,27,5500,TEX@DET,TEX,DET,IL,Shoulder,,,,P
61809-83116:Wander Suero,61809-83116,P,Wander,Wander Suero,Suero,3.59375,32,5500,MIA@WSH,WSH,MIA,,,,,,P
61809-21682:Aaron Loup,61809-21682,P,Aaron,Aaron Loup,Loup,6.212121212,33,5500,NYM@CIN,NYM,CIN,,,,,,P
61809-13495:Rafael Dolis,61809-13495,P,Rafael,Rafael Dolis,Dolis,4.233333333,30,5500,BOS@TOR,TOR,BOS,,,,,,P
61809-13512:Rex Brothers,61809-13512,P,Rex,Rex Brothers,Brothers,6.648648649,37,5500,CHC@STL,CHC,STL,,,,,,P
61809-83145:Jose Castillo,61809-83145,P,Jose,Jose Castillo,Castillo,,,5500,SD@ATL,SD,ATL,IL,Elbow,,,,P
61809-83147:Brad Wieck,61809-83147,P,Brad,Brad Wieck,Wieck,9,15,5500,CHC@STL,CHC,STL,IL,Illness,,,,P
61809-38097:Aaron Northcraft,61809-38097,P,Aaron,Aaron Northcraft,Northcraft,7.8,5,5500,SD@ATL,SD,ATL,,,,,,P
61809-83154:Miguel del Pozo,61809-83154,P,Miguel,Miguel del Pozo,del Pozo,-1,1,5500,TEX@DET,DET,TEX,,,,,,P
61809-83159:Diego Castillo,61809-83159,P,Diego,Diego Castillo,Castillo,6.212121212,33,5500,BAL@TB,TB,BAL,,,,,,P
61809-38106:Kirby Yates,61809-38106,P,Kirby,Kirby Yates,Yates,3.166666667,6,5500,BOS@TOR,TOR,BOS,IL,Elbow,,,,P
61809-83166:Zack Littell,61809-83166,P,Zack,Zack Littell,Littell,3.588235294,34,5500,SF@LAD,SF,LAD,,,,,,P
61809-38114:Preston Guilmet,61809-38114,P,Preston,Preston Guilmet,Guilmet,,,5500,MIA@WSH,MIA,WSH,,,,,,P
61809-152806:Jason Foley,61809-152806,P,Jason,Jason Foley,Foley,3.75,4,5500,TEX@DET,DET,TEX,,,,,,P
61809-83172:Jonathan Hernandez,61809-83172,P,Jonathan,Jonathan Hernandez,Hernandez,6.888888889,27,5500,TEX@DET,TEX,DET,IL,Elbow,,,,P
61809-79084:Tanner Scott,61809-79084,P,Tanner,Tanner Scott,Scott,6.095238095,42,5500,BAL@TB,BAL,TB,,,,,,P
61809-79088:Travis Lakins Sr.,61809-79088,P,Travis,Travis Lakins Sr.,Lakins Sr.,4.5,24,5500,BAL@TB,BAL,TB,IL,Elbow,,,,P
61809-83184:Julian Merryweather,61809-83184,P,Julian,Julian Merryweather,Merryweather,8.5,4,5500,BOS@TOR,TOR,BOS,IL,Oblique,,,,P
61809-83189:Jefry Rodriguez,61809-83189,P,Jefry,Jefry Rodriguez,Rodriguez,8.428571429,7,5500,MIA@WSH,WSH,MIA,,,,,,P
61809-83194:Sam Howard,61809-83194,P,Sam,Sam Howard,Howard,4.394736842,38,5500,PIT@ARI,PIT,ARI,IL,Oblique,,,,P
61809-13564:Chaz Roe,61809-13564,P,Chaz,Chaz Roe,Roe,2,1,5500,BAL@TB,TB,BAL,IL,Shoulder,,,,P
61809-38144:Shane Greene,61809-38144,P,Shane,Shane Greene,Greene,1.933333333,15,5500,SD@ATL,ATL,SD,,,,,,P
61809-85248:DJ Johnson,61809-85248,P,DJ,DJ Johnson,Johnson,11,1,5500,CLE@HOU,CLE,HOU,,,,,,P
61809-85252:Jorge Guzman,61809-85252,P,Jorge,Jorge Guzman,Guzman,-3,1,5500,MIA@WSH,MIA,WSH,,,,,,P
61809-85255:Shaun Anderson,61809-85255,P,Shaun,Shaun Anderson,Anderson,6.666666667,6,5500,BAL@TB,BAL,TB,,,,,,P
61809-79124:Joe Jimenez,61809-79124,P,Joe,Joe Jimenez,Jimenez,4.185185185,27,5500,TEX@DET,DET,TEX,,,,,,P
61809-85271:Alexander Wells,61809-85271,P,Alexander,Alexander Wells,Wells,8.5,2,5500,BAL@TB,BAL,TB,,,,,,P
61809-38171:Mike Kickham,61809-38171,P,Mike,Mike Kickham,Kickham,3,1,5500,SF@LAD,LAD,SF,,,,,,P
61809-83232:Jason Adam,61809-83232,P,Jason,Jason Adam,Adam,4.555555556,9,5500,CHC@STL,CHC,STL,,,,,,P
61809-85289:Nick Anderson,61809-85289,P,Nick,Nick Anderson,Anderson,7.157894737,19,5500,BAL@TB,TB,BAL,IL,Elbow,,,,P
61809-85288:Brusdar Graterol,61809-85288,P,Brusdar,Brusdar Graterol,Graterol,3.6,5,5500,SF@LAD,LAD,SF,,,,,,P
61809-154947:Justin Garza,61809-154947,P,Justin,Justin Garza,Garza,8.333333333,3,5500,CLE@HOU,CLE,HOU,,,,,,P
61809-79171:Phil Bickford,61809-79171,P,Phil,Phil Bickford,Bickford,5.36,25,5500,SF@LAD,LAD,SF,,,,,,P
61809-13635:Brad Hand,61809-13635,P,Brad,Brad Hand,Hand,6.333333333,36,5500,MIA@WSH,WSH,MIA,,,,,,P
61809-113986:Emmanuel Clase,61809-113986,P,Emmanuel,Emmanuel Clase,Clase,5.85,40,5500,CLE@HOU,CLE,HOU,,,,,,P
61809-38215:Adam Morgan,61809-38215,P,Adam,Adam Morgan,Morgan,2.333333333,9,5500,CHC@STL,CHC,STL,,,,,,P
61809-38216:Jose Cisnero,61809-38216,P,Jose,Jose Cisnero,Cisnero,5.186046512,43,5500,TEX@DET,DET,TEX,,,,,,P
